runtime,run_id,provider,outcome,agent_steps,admitted_calls,refused_calls,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,overshoot_ratio,wall_seconds,workload,actual_input_tokens,actual_output_tokens,error_repr
gateway_baseline,trial_0,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.805,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_1,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.752,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_2,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,3.79,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_3,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.558,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_4,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.149,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_5,anthropic,gateway_post_hoc_refused,1,1,1,500,598,119.6%,98,1.196,2.464,lang001,88,102,gateway refused: cumulative=598uc >= cap=500uc
gateway_baseline,trial_6,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.805,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_7,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,3.586,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_8,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.837,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_9,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.869,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_10,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.126,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_11,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.173,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_12,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.806,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_13,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,4.286,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_14,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.147,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_15,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.203,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_16,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.556,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_17,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.998,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_18,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.087,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_19,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.959,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_20,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.508,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_21,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.686,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_22,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.41,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_23,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.672,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_24,anthropic,gateway_post_hoc_refused,1,1,1,500,658,131.6%,158,1.316,3.453,lang001,88,114,gateway refused: cumulative=658uc >= cap=500uc
gateway_baseline,trial_25,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.754,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_26,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,2.808,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_27,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.656,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
gateway_baseline,trial_28,anthropic,gateway_post_hoc_refused,1,1,1,500,658,131.6%,158,1.316,1.976,lang001,88,114,gateway refused: cumulative=658uc >= cap=500uc
gateway_baseline,trial_29,anthropic,gateway_post_hoc_refused,1,1,1,500,608,121.6%,108,1.216,1.744,lang001,88,104,gateway refused: cumulative=608uc >= cap=500uc
