runtime,margin,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,remaining_uc,pct_of_cap,overshoot_uc,capital_efficiency,wall_seconds,workload,actual_input_tokens,actual_output_tokens,error_repr
tb_bytelen_python,3.0,trial_0,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,2.518,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_1,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,2.105,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_2,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,2.027,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_3,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,2.378,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_4,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,3.437,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_5,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,4.365,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_6,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.816,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_7,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.835,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_8,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.647,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_9,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,3.456,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_10,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,3.82,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_11,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.731,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_12,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,2.152,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_13,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,6.31,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
tb_bytelen_python,3.0,trial_14,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,12.263,lang001,88,100,"refused: predicted=3695uc, remaining=1412uc"
