runtime,margin,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,remaining_uc,pct_of_cap,overshoot_uc,capital_efficiency,wall_seconds,workload,actual_input_tokens,actual_output_tokens,error_repr
tb_bytelen_python,1.0,trial_0,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.855,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_1,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.626,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_2,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.995,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_3,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.963,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_4,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,2.283,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_5,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.835,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_6,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.662,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_7,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.563,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_8,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.573,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_9,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.962,lang001,88,100,"refused: predicted=1575uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_10,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,2.321,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_11,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.903,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_12,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.892,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_13,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.771,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
tb_bytelen_python,1.0,trial_14,anthropic,compile_time_reservation_refused,1,2000,588,1412,29.4%,0,1.0,1.786,lang001,88,100,"refused: predicted=1565uc, remaining=1412uc"
