runtime,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,remaining_uc,pct_of_cap,overshoot_uc,capital_efficiency,wall_seconds,workload,actual_input_tokens,actual_output_tokens,count_tokens_calls,count_tokens_total_latency_ms,count_tokens_mean_latency_ms,error_repr
tokenizer_direct,trial_0,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.848,lang001,0,0,1,786.6,786.6,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_1,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,1.498,lang001,0,0,1,1462.7,1462.7,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_2,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.599,lang001,0,0,1,562.6,562.6,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_3,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.681,lang001,0,0,1,645.3,645.3,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_4,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,1.824,lang001,0,0,1,1787.6,1787.6,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_5,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,1.456,lang001,0,0,1,1422.6,1422.6,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_6,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,1.038,lang001,0,0,1,1001.3,1001.3,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_7,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.819,lang001,0,0,1,783.1,783.1,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_8,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.808,lang001,0,0,1,771.4,771.4,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_9,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.708,lang001,0,0,1,670.1,670.1,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_10,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,1.377,lang001,0,0,1,1342.2,1342.2,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_11,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.546,lang001,0,0,1,513.5,513.5,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
