runtime,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,remaining_uc,pct_of_cap,overshoot_uc,capital_efficiency,wall_seconds,workload,actual_input_tokens,actual_output_tokens,count_tokens_calls,count_tokens_total_latency_ms,count_tokens_mean_latency_ms,error_repr
tokenizer_direct,trial_12,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.606,lang001,0,0,1,572.5,572.5,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_13,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.638,lang001,0,0,1,604.4,604.4,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_14,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,3.166,lang001,0,0,1,3133.2,3133.2,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_15,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.977,lang001,0,0,1,942.1,942.1,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_16,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,2.278,lang001,0,0,1,2239.8,2239.8,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_17,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,1.047,lang001,0,0,1,1012.7,1012.7,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_18,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,4.955,lang001,0,0,1,4920.7,4920.7,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_19,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.786,lang001,0,0,1,752.1,752.1,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_20,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.885,lang001,0,0,1,850.8,850.8,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_21,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,1.395,lang001,0,0,1,1356.5,1356.5,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_22,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,3.752,lang001,0,0,1,3717.9,3717.9,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_23,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.613,lang001,0,0,1,574.0,574.0,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_24,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.65,lang001,0,0,1,614.3,614.3,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_25,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.666,lang001,0,0,1,629.7,629.7,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_26,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.7,lang001,0,0,1,664.6,664.6,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_27,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.788,lang001,0,0,1,754.2,754.2,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_28,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.845,lang001,0,0,1,810.8,810.8,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
tokenizer_direct,trial_29,anthropic,compile_time_reservation_refused,0,1000,0,1000,0.0%,0,1.0,0.636,lang001,0,0,1,599.4,599.4,"refused: predicted=1088uc, remaining=1000uc, input_tokens=88"
