runtime,run_id,provider,outcome,agent_steps,cap_uc,total_spent_uc,remaining_uc,pct_of_cap,overshoot_uc,capital_efficiency,wall_seconds,workload,actual_input_tokens,actual_output_tokens,count_tokens_calls,count_tokens_total_latency_ms,count_tokens_mean_latency_ms,error_repr
tokenizer_direct,trial_0,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,7.018,lang001,0,0,1,6913.3,6913.3,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_1,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.171,lang001,0,0,1,1133.2,1133.2,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_2,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.699,lang001,0,0,1,663.7,663.7,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_3,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.598,lang001,0,0,1,560.6,560.6,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_4,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.939,lang001,0,0,1,901.7,901.7,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_5,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,3.192,lang001,0,0,1,3152.8,3152.8,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_6,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,5.155,lang001,0,0,1,5119.8,5119.8,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_7,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.542,lang001,0,0,1,506.5,506.5,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_8,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.87,lang001,0,0,1,832.8,832.8,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_9,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.599,lang001,0,0,1,565.2,565.2,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_10,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.836,lang001,0,0,1,1800.6,1800.6,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_11,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.843,lang001,0,0,1,809.3,809.3,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_12,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.0,lang001,0,0,1,964.9,964.9,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_13,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.89,lang001,0,0,1,857.2,857.2,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_14,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.252,lang001,0,0,1,1215.3,1215.3,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_15,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.689,lang001,0,0,1,653.9,653.9,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_16,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.794,lang001,0,0,1,757.5,757.5,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_17,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.638,lang001,0,0,1,601.1,601.1,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_18,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.987,lang001,0,0,1,953.0,953.0,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_19,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.149,lang001,0,0,1,1111.3,1111.3,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_20,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.643,lang001,0,0,1,609.9,609.9,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_21,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.003,lang001,0,0,1,967.6,967.6,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_22,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.332,lang001,0,0,1,1295.4,1295.4,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_23,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.969,lang001,0,0,1,935.7,935.7,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_24,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,2.686,lang001,0,0,1,2650.8,2650.8,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_25,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.843,lang001,0,0,1,808.9,808.9,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_26,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.554,lang001,0,0,1,518.8,518.8,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_27,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.542,lang001,0,0,1,1507.8,1507.8,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_28,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,0.739,lang001,0,0,1,702.2,702.2,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
tokenizer_direct,trial_29,anthropic,compile_time_reservation_refused,0,540,0,540,0.0%,0,1.0,1.357,lang001,0,0,1,1319.0,1319.0,"refused: predicted=1088uc, remaining=540uc, input_tokens=88"
