runtime,run_id,provider,outcome,agent_steps,admitted_calls,refused_calls,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,overshoot_ratio,wall_seconds,workload,actual_input_tokens,actual_output_tokens,error_repr
gateway_baseline,trial_0,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.563,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_1,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.022,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_2,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.578,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_3,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,1.821,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_4,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,1.846,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_5,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.166,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_6,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.185,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_7,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.59,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_8,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.697,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_9,anthropic,gateway_post_hoc_refused,1,1,1,540,658,121.9%,118,1.219,2.266,lang001,88,114,gateway refused: cumulative=658uc >= cap=540uc
gateway_baseline,trial_10,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,3.742,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_11,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.953,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_12,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,1.58,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_13,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.22,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_14,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,3.435,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_15,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.479,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_16,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,1.596,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_17,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,1.772,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_18,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.828,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_19,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,1.549,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_20,anthropic,gateway_post_hoc_refused,1,1,1,540,668,123.7%,128,1.237,2.724,lang001,88,116,gateway refused: cumulative=668uc >= cap=540uc
gateway_baseline,trial_21,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.687,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_22,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.776,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_23,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.423,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_24,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,4.131,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_25,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.064,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_26,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.8,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_27,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,2.351,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_28,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,1.591,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
gateway_baseline,trial_29,anthropic,gateway_post_hoc_refused,1,1,1,540,608,112.6%,68,1.126,1.806,lang001,88,104,gateway refused: cumulative=608uc >= cap=540uc
