provider,workload,n_runs,mean_spent_uc,mean_cap_uc,dollar_util_vs_cap,input_util,output_util,dollar_util_vs_reservation,median_byte_to_token_ratio,notes
groq,arg_hallucination,10,156,540,28.9%,56.7%,7.5%,37.8%,1.763,detail
