idx,reservation_nc,actual_nc,refund_nc,input_tokens,output_tokens,latency_ms,margin_ratio,output_capped
153,5249000,859000,4390000,14,169,2790,6.110594,false
154,5244000,608000,4636000,13,119,2498,8.625000,false
155,5246000,508000,4738000,13,99,2009,10.326772,false
156,5261000,284000,4977000,14,54,1309,18.524648,false
157,5261000,1097000,4164000,17,216,3825,4.795807,false
158,5274000,167000,5107000,22,29,1283,31.580838,false
159,5247000,396000,4851000,16,76,1973,13.250000,false
160,5253000,566000,4687000,16,110,2016,9.280919,false
161,5263000,1573000,3690000,18,311,4751,3.345836,false
162,5239000,1546000,3693000,11,307,4277,3.388745,false
163,5252000,1123000,4129000,13,222,5527,4.676759,false
164,5250000,568000,4682000,13,111,2866,9.242958,false
165,5251000,1631000,3620000,16,323,3744,3.219497,false
166,5256000,495000,4761000,15,96,1758,10.618182,false
167,5269000,1562000,3707000,17,309,4504,3.373239,false
168,5275000,658000,4617000,23,127,2865,8.016717,false
169,5248000,389000,4859000,14,75,2084,13.491003,false
170,5253000,476000,4777000,16,92,2418,11.035714,false
171,5256000,957000,4299000,17,188,7568,5.492163,false
172,5232000,1440000,3792000,10,286,4399,3.633333,false
173,5251000,1430000,3821000,15,283,3684,3.672028,false
174,5249000,254000,4995000,14,48,1952,20.665354,false
175,5241000,1005000,4236000,15,198,3684,5.214925,false
176,5256000,225000,5031000,15,42,1924,23.360000,false
177,5248000,1557000,3691000,17,308,3760,3.370584,false
178,5264000,173000,5091000,23,30,1828,30.427746,false
179,5248000,491000,4757000,16,95,1847,10.688391,false
180,5253000,471000,4782000,16,91,2128,11.152866,false
181,5265000,1003000,4262000,18,197,2961,5.249252,false
182,5231000,1630000,3601000,10,324,4168,3.209202,false
183,5249000,729000,4520000,14,143,2878,7.200274,false
184,5244000,603000,4641000,13,118,2024,8.696517,false
185,5246000,608000,4638000,13,119,3462,8.628289,false
186,5261000,244000,5017000,14,46,6356,21.561475,false
187,5261000,1342000,3919000,17,265,4715,3.920268,false
188,5274000,167000,5107000,22,29,1844,31.580838,false
189,5247000,516000,4731000,16,100,1693,10.168605,false
190,5253000,431000,4822000,16,83,1984,12.187935,false
191,5263000,1233000,4030000,18,243,3690,4.268451,false
192,5239000,1611000,3628000,11,320,3688,3.252017,false
193,5252000,948000,4304000,13,187,3689,5.540084,false
194,5250000,553000,4697000,13,108,4598,9.493671,false
195,5251000,1666000,3585000,16,330,4135,3.151861,false
196,5256000,415000,4841000,15,80,1715,12.665060,false
197,5269000,1657000,3612000,17,328,3861,3.179843,false
198,5275000,578000,4697000,23,111,1879,9.126298,false
199,5248000,424000,4824000,14,82,2250,12.377358,false
200,5251000,456000,4795000,16,88,1709,11.515351,false
201,5256000,877000,4379000,17,172,3004,5.993158,false
202,5232000,1310000,3922000,10,260,3277,3.993893,false
203,5251000,1290000,3961000,15,255,3483,4.070543,false
204,5249000,344000,4905000,14,66,1842,15.258721,false
205,5241000,895000,4346000,15,176,2857,5.855866,false
206,5256000,210000,5046000,15,39,2458,25.028571,false
207,5248000,1512000,3736000,17,299,3752,3.470899,false
208,5264000,173000,5091000,23,30,1367,30.427746,false
209,5248000,471000,4777000,16,91,2050,11.142251,false
210,5252000,511000,4741000,16,99,2048,10.277886,false
211,5265000,758000,4507000,18,148,2732,6.945910,false
212,5231000,1630000,3601000,10,324,4146,3.209202,false
213,5249000,724000,4525000,14,142,2011,7.250000,false
214,5244000,608000,4636000,13,119,2090,8.625000,false
215,5246000,718000,4528000,13,141,4588,7.306407,false
216,5261000,284000,4977000,14,54,1512,18.524648,false
217,5261000,912000,4349000,17,179,3034,5.768640,false
218,5274000,167000,5107000,22,29,2810,31.580838,false
219,5247000,441000,4806000,16,85,2516,11.897959,false
220,5252000,481000,4771000,16,93,1996,10.918919,false
221,5263000,1493000,3770000,18,295,3945,3.525117,false
222,5239000,1676000,3563000,11,333,4712,3.125895,false
223,5252000,973000,4279000,13,192,5476,5.397739,false
224,5250000,848000,4402000,13,167,3647,6.191038,false
225,5251000,1626000,3625000,16,322,4481,3.229397,false
226,5256000,455000,4801000,15,88,2855,11.551648,false
227,5269000,1632000,3637000,17,323,4494,3.228554,false
228,5275000,953000,4322000,23,186,3679,5.535152,false
229,5248000,394000,4854000,14,76,2862,13.319797,false
230,5252000,251000,5001000,16,47,1842,20.924303,false
231,5256000,972000,4284000,17,191,2659,5.407407,false
232,5232000,1450000,3782000,10,288,4341,3.608276,false
233,5251000,1200000,4051000,15,237,3297,4.375833,false
234,5249000,224000,5025000,14,42,3084,23.433036,false
235,5241000,935000,4306000,15,184,2474,5.605348,false
236,5256000,220000,5036000,15,41,1301,23.890909,false
237,5248000,1452000,3796000,17,287,3820,3.614325,false
238,5264000,173000,5091000,23,30,1041,30.427746,false
239,5248000,516000,4732000,16,100,4049,10.170543,false
240,5252000,251000,5001000,16,47,1449,20.924303,false
241,5265000,798000,4467000,18,156,2597,6.597744,false
242,5231000,1810000,3421000,10,360,7962,2.890055,false
243,5249000,794000,4455000,14,156,2811,6.610831,false
244,5244000,588000,4656000,13,115,2613,8.918367,false
245,5246000,618000,4628000,13,121,2374,8.488673,false
246,5261000,434000,4827000,14,84,1680,12.122120,false
247,5261000,1102000,4159000,17,217,3087,4.774047,false
248,5274000,167000,5107000,22,29,1200,31.580838,false
249,5247000,321000,4926000,16,61,1639,16.345794,false
250,5252000,526000,4726000,16,102,1630,9.984791,false
251,5263000,1403000,3860000,18,277,3476,3.751247,false
252,5239000,1671000,3568000,11,332,4295,3.135248,false
253,5252000,1043000,4209000,13,206,4502,5.035475,false
254,5250000,903000,4347000,13,178,2834,5.813953,false
255,5251000,1601000,3650000,16,317,3933,3.279825,false
256,5256000,470000,4786000,15,91,1766,11.182979,false
257,5269000,1547000,3722000,17,306,3682,3.405947,false
258,5275000,573000,4702000,23,110,2047,9.205934,false
259,5248000,444000,4804000,14,86,2251,11.819820,false
260,5252000,416000,4836000,16,80,1638,12.625000,false
261,5256000,857000,4399000,17,168,2661,6.133022,false
262,5232000,1390000,3842000,10,276,3893,3.764029,false
263,5251000,1445000,3806000,15,286,3481,3.633910,false
264,5249000,414000,4835000,14,80,3496,12.678744,false
265,5241000,1135000,4106000,15,224,3562,4.617621,false
266,5256000,230000,5026000,15,43,1419,22.852174,false
267,5248000,1412000,3836000,17,279,3397,3.716714,false
268,5264000,173000,5091000,23,30,1066,30.427746,false
269,5248000,496000,4752000,16,96,1800,10.580645,false
270,5252000,461000,4791000,16,89,1638,11.392625,false
271,5265000,1013000,4252000,18,199,2937,5.197433,false
272,5231000,1670000,3561000,10,332,5368,3.132335,false
273,5249000,729000,4520000,14,143,2529,7.200274,false
274,5244000,598000,4646000,13,117,4173,8.769231,false
275,5246000,663000,4583000,13,130,2333,7.912519,false
276,5261000,234000,5027000,14,44,1657,22.482906,false
277,5261000,1272000,3989000,17,251,4094,4.136006,false
278,5274000,167000,5107000,22,29,1204,31.580838,false
279,5247000,626000,4621000,16,122,2065,8.381789,false
280,5252000,561000,4691000,16,109,2038,9.361854,false
281,5263000,1428000,3835000,18,282,3684,3.685574,false
282,5239000,1551000,3688000,11,308,4303,3.377821,false
283,5252000,1208000,4044000,13,239,3493,4.347682,false
284,5250000,693000,4557000,13,136,2462,7.575758,false
285,5251000,1551000,3700000,16,307,3692,3.385558,false
286,5256000,405000,4851000,15,78,1436,12.977778,false
287,5269000,1282000,3987000,17,253,3592,4.109984,false
288,5275000,618000,4657000,23,119,2269,8.535599,false
289,5248000,434000,4814000,14,84,2542,12.092166,false
290,5252000,431000,4821000,16,83,1845,12.185615,false
291,5256000,742000,4514000,17,145,2663,7.083558,false
292,5232000,1170000,4062000,10,232,3483,4.471795,false
293,5251000,1185000,4066000,15,234,3447,4.431224,false
294,5249000,264000,4985000,14,50,3807,19.882576,false
295,5241000,1025000,4216000,15,202,2778,5.113171,false
296,5256000,245000,5011000,15,46,1219,21.453061,false
297,5248000,1477000,3771000,17,292,3696,3.553148,false
298,5264000,448000,4816000,23,85,1917,11.750000,false
299,5248000,466000,4782000,16,90,1630,11.261803,false
