idx,reservation_nc,actual_nc,refund_nc,input_tokens,output_tokens,latency_ms,margin_ratio,output_capped
57,20608000,1497000,19111000,17,296,3706,13.766199,false
58,20624000,173000,20451000,23,30,2454,119.213873,false
59,20608000,486000,20122000,16,94,2251,42.403292,false
60,20612000,501000,20111000,16,97,3685,41.141717,false
61,20625000,978000,19647000,18,192,3668,21.088957,false
62,20591000,1790000,18801000,10,356,4159,11.503352,false
63,20609000,854000,19755000,14,168,6295,24.132319,false
64,20604000,643000,19961000,13,126,2558,32.043546,false
65,20606000,723000,19883000,13,142,3066,28.500692,false
66,20621000,279000,20342000,14,53,1840,73.910394,false
67,20621000,1132000,19489000,17,223,3680,18.216431,false
68,20634000,167000,20467000,22,29,1431,123.556886,false
69,20607000,381000,20226000,16,73,2250,54.086614,false
70,20612000,506000,20106000,16,98,1841,40.735178,false
71,20623000,1423000,19200000,18,281,3887,14.492621,false
72,20599000,1471000,19128000,11,292,3713,14.003399,false
73,20612000,938000,19674000,13,185,3505,21.974414,false
74,20610000,668000,19942000,13,131,3086,30.853293,false
75,20611000,1671000,18940000,16,331,3955,12.334530,false
76,20616000,530000,20086000,15,103,3388,38.898113,false
77,20629000,1597000,19032000,17,316,3683,12.917345,false
78,20635000,673000,19962000,23,130,2842,30.661218,false
79,20608000,414000,20194000,14,80,2704,49.777778,false
80,20612000,571000,20041000,16,111,1845,36.098074,false
81,20616000,777000,19839000,17,152,3482,26.532819,false
82,20592000,1575000,19017000,10,313,4455,13.074286,false
83,20611000,1255000,19356000,15,248,3236,16.423108,false
84,20609000,269000,20340000,14,51,1830,76.613383,false
85,20601000,1035000,19566000,15,204,3451,19.904348,false
86,20616000,205000,20411000,15,38,2037,100.565854,false
87,20608000,1537000,19071000,17,304,3469,13.407938,false
88,20624000,173000,20451000,23,30,2858,119.213873,false
89,20608000,451000,20157000,16,87,3680,45.694013,false
90,20612000,491000,20121000,16,95,2864,41.979633,false
91,20625000,943000,19682000,18,185,3680,21.871686,false
92,20591000,1795000,18796000,10,357,4451,11.471309,false
93,20609000,719000,19890000,14,141,2876,28.663421,false
94,20604000,628000,19976000,13,123,4683,32.808917,false
95,20606000,743000,19863000,13,146,2250,27.733513,false
96,20621000,394000,20227000,14,76,2238,52.337563,false
97,20621000,1022000,19599000,17,201,3472,20.177104,false
98,20634000,167000,20467000,22,29,2250,123.556886,false
99,20607000,586000,20021000,16,114,2658,35.165529,false
100,20613000,526000,20087000,16,102,1731,39.188213,false
101,20623000,1368000,19255000,18,270,3803,15.075292,false
102,20599000,1541000,19058000,11,306,4490,13.367294,false
103,20612000,1038000,19574000,13,205,3744,19.857418,false
104,20610000,638000,19972000,13,125,2673,32.304075,false
105,20611000,1606000,19005000,16,318,4654,12.833748,false
106,20616000,415000,20201000,15,80,1829,49.677108,false
107,20629000,1422000,19207000,17,281,3869,14.507032,false
108,20635000,708000,19927000,23,137,2446,29.145480,false
109,20608000,379000,20229000,14,73,2042,54.374670,false
110,20613000,496000,20117000,16,96,1839,41.558468,false
111,20616000,977000,19639000,17,192,3172,21.101331,false
112,20592000,1385000,19207000,10,275,3645,14.867870,false
113,20611000,1300000,19311000,15,257,3817,15.854615,false
114,20609000,284000,20325000,14,54,1432,72.566901,false
115,20601000,975000,19626000,15,192,2865,21.129231,false
116,20616000,270000,20346000,15,51,1637,76.355556,false
117,20608000,1202000,19406000,17,237,3740,17.144759,false
118,20624000,173000,20451000,23,30,1119,119.213873,false
119,20608000,466000,20142000,16,90,1710,44.223176,false
120,20613000,526000,20087000,16,102,1960,39.188213,false
121,20625000,948000,19677000,18,186,2930,21.756329,false
122,20591000,1690000,18901000,10,336,3537,12.184024,false
123,20609000,609000,20000000,14,119,1951,33.840722,false
124,20604000,608000,19996000,13,119,1880,33.888158,false
125,20606000,583000,20023000,13,114,1989,35.344768,false
126,20621000,354000,20267000,14,68,1693,58.251412,false
127,20621000,1377000,19244000,17,272,3583,14.975309,false
128,20634000,167000,20467000,22,29,1354,123.556886,false
129,20607000,456000,20151000,16,88,1703,45.190789,false
130,20613000,461000,20152000,16,89,1630,44.713666,false
131,20623000,1468000,19155000,18,290,3872,14.048365,false
132,20599000,1631000,18968000,11,324,3608,12.629675,false
133,20612000,1028000,19584000,13,203,3574,20.050584,false
134,20610000,553000,20057000,13,108,2869,37.269439,false
135,20611000,1636000,18975000,16,324,4096,12.598411,false
136,20616000,375000,20241000,15,72,1464,54.976000,false
137,20629000,1547000,19082000,17,306,3654,13.334842,false
138,20635000,633000,20002000,23,122,2250,32.598736,false
139,20608000,449000,20159000,14,87,2046,45.897550,false
140,20613000,546000,20067000,16,106,1828,37.752747,false
141,20616000,962000,19654000,17,189,3052,21.430353,false
142,20592000,1410000,19182000,10,280,3810,14.604255,false
143,20611000,1350000,19261000,15,267,3330,15.267407,false
144,20609000,284000,20325000,14,54,1444,72.566901,false
145,20601000,1025000,19576000,15,202,3052,20.098537,false
146,20616000,225000,20391000,15,42,1202,91.626667,false
147,20608000,1302000,19306000,17,257,3296,15.827957,false
148,20624000,173000,20451000,23,30,1227,119.213873,false
149,20608000,476000,20132000,16,92,1693,43.294118,false
150,20613000,441000,20172000,16,85,1580,46.741497,false
151,20625000,718000,19907000,18,140,2660,28.725627,false
152,20591000,1590000,19001000,10,316,3684,12.950314,false
153,20609000,664000,19945000,14,130,2473,31.037651,false
154,20604000,653000,19951000,13,128,2471,31.552833,false
155,20606000,608000,19998000,13,119,2361,33.891447,false
156,20621000,249000,20372000,14,47,1543,82.815261,false
157,20621000,1162000,19459000,17,229,3490,17.746127,false
158,20634000,167000,20467000,22,29,1306,123.556886,false
159,20607000,371000,20236000,16,71,1975,55.544474,false
160,20613000,461000,20152000,16,89,1640,44.713666,false
161,20623000,1463000,19160000,18,289,3484,14.096377,false
162,20599000,1741000,18858000,11,346,3154,11.831706,false
163,20612000,1213000,19399000,13,240,3815,16.992580,false
164,20610000,648000,19962000,13,127,2253,31.805556,false
165,20611000,1591000,19020000,16,315,3890,12.954745,false
166,20616000,435000,20181000,15,84,1635,47.393103,false
167,20629000,1727000,18902000,17,342,3889,11.944991,false
168,20635000,688000,19947000,23,133,2454,29.992733,false
169,20608000,449000,20159000,14,87,1842,45.897550,false
170,20613000,421000,20192000,16,81,2457,48.961995,false
171,20616000,1042000,19574000,17,205,3470,19.785029,false
172,20592000,1200000,19392000,10,238,5837,17.160000,false
173,20611000,1175000,19436000,15,232,2976,17.541277,false
174,20609000,264000,20345000,14,50,1858,78.064394,false
175,20601000,1105000,19496000,15,218,3262,18.643439,false
176,20616000,235000,20381000,15,44,1230,87.727660,false
177,20608000,1607000,19001000,17,318,4095,12.823895,false
178,20624000,173000,20451000,23,30,1227,119.213873,false
179,20608000,486000,20122000,16,94,1844,42.403292,false
180,20613000,521000,20092000,16,101,1636,39.564299,false
181,20625000,728000,19897000,18,142,2664,28.331044,false
182,20591000,1580000,19011000,10,314,3891,13.032278,false
183,20609000,724000,19885000,14,142,4908,28.465470,false
184,20604000,738000,19866000,13,145,2465,27.918699,false
185,20606000,583000,20023000,13,114,2041,35.344768,false
186,20621000,224000,20397000,14,42,1645,92.058036,false
187,20621000,1157000,19464000,17,228,3482,17.822818,false
188,20634000,167000,20467000,22,29,1228,123.556886,false
189,20607000,686000,19921000,16,134,2067,30.039359,false
190,20613000,466000,20147000,16,90,1623,44.233906,false
191,20623000,1293000,19330000,18,255,3675,15.949729,false
192,20599000,1606000,18993000,11,319,3682,12.826276,false
193,20612000,1128000,19484000,13,223,6141,18.273050,false
194,20610000,783000,19827000,13,154,2456,26.321839,false
195,20611000,1496000,19115000,16,296,3887,13.777406,false
196,20616000,455000,20161000,15,88,1639,45.309890,false
197,20629000,1627000,19002000,17,322,4707,12.679164,false
198,20635000,173000,20462000,23,30,1229,119.277457,false
199,20608000,459000,20149000,14,89,2252,44.897603,false
200,20611000,441000,20170000,16,85,1636,46.736961,false
201,20616000,722000,19894000,17,141,2663,28.554017,false
202,20592000,1400000,19192000,10,278,3480,14.708571,false
203,20611000,1460000,19151000,15,289,3275,14.117123,false
204,20609000,364000,20245000,14,70,1639,56.618132,false
205,20601000,995000,19606000,15,196,2661,20.704523,false
206,20616000,270000,20346000,15,51,1431,76.355556,false
207,20608000,1367000,19241000,17,270,3478,15.075347,false
208,20624000,478000,20146000,23,91,1846,43.146444,false
209,20608000,501000,20107000,16,97,2048,41.133733,false
210,20612000,281000,20331000,16,53,1433,73.352313,false
211,20625000,943000,19682000,18,185,2866,21.871686,false
212,20591000,1660000,18931000,10,330,4096,12.404217,false
213,20609000,809000,19800000,14,159,2253,25.474660,false
214,20604000,673000,19931000,13,132,2661,30.615156,false
215,20606000,528000,20078000,13,103,1842,39.026515,false
216,20621000,279000,20342000,14,53,1585,73.910394,false
217,20621000,1087000,19534000,17,214,3535,18.970561,false
218,20634000,167000,20467000,22,29,1022,123.556886,false
219,20607000,436000,20171000,16,84,1843,47.263761,false
220,20612000,326000,20286000,16,62,1432,63.226994,false
221,20623000,1473000,19150000,18,291,5733,14.000679,false
222,20599000,1506000,19093000,11,299,3483,13.677955,false
223,20612000,1083000,19529000,13,214,3481,19.032318,false
224,20610000,758000,19852000,13,149,2868,27.189974,false
225,20611000,1531000,19080000,16,303,4597,13.462443,false
226,20616000,395000,20221000,15,76,1955,52.192405,false
227,20629000,1422000,19207000,17,281,3687,14.507032,false
228,20635000,603000,20032000,23,116,2253,34.220564,false
229,20608000,564000,20044000,14,110,2457,36.539007,false
230,20612000,431000,20181000,16,83,1842,47.823666,false
231,20616000,1027000,19589000,17,202,3482,20.074002,false
232,20592000,1375000,19217000,10,273,3686,14.976000,false
233,20611000,1215000,19396000,15,240,3349,16.963786,false
234,20609000,269000,20340000,14,51,1374,76.613383,false
235,20601000,1015000,19586000,15,200,3058,20.296552,false
236,20616000,220000,20396000,15,41,1437,93.709091,false
237,20608000,1327000,19281000,17,262,3900,15.529766,false
238,20624000,173000,20451000,23,30,1024,119.213873,false
239,20608000,446000,20162000,16,86,1848,46.206278,false
240,20612000,476000,20136000,16,92,1847,43.302521,false
241,20625000,978000,19647000,18,192,3693,21.088957,false
242,20591000,1770000,18821000,10,352,4717,11.633333,false
243,20609000,689000,19920000,14,135,2668,29.911466,false
244,20604000,758000,19846000,13,149,2048,27.182058,false
245,20606000,623000,19983000,13,122,2256,33.075441,false
246,20621000,559000,20062000,14,109,2255,36.889088,false
247,20621000,1232000,19389000,17,243,3486,16.737825,false
248,20634000,157000,20477000,22,27,1230,131.426752,false
249,20607000,461000,20146000,16,89,1961,44.700651,false
250,20612000,571000,20041000,16,111,1729,36.098074,false
251,20623000,1578000,19045000,18,312,3899,13.069075,false
252,20599000,1731000,18868000,11,344,3484,11.900058,false
253,20612000,1108000,19504000,13,219,6276,18.602888,false
254,20610000,693000,19917000,13,136,2887,29.740260,false
255,20611000,1761000,18850000,16,349,4764,11.704145,false
256,20616000,350000,20266000,15,67,3077,58.902857,false
257,20629000,1587000,19042000,17,314,3692,12.998740,false
258,20635000,573000,20062000,23,110,2064,36.012216,false
259,20608000,399000,20209000,14,77,3467,51.649123,false
260,20612000,446000,20166000,16,86,1843,46.215247,false
261,20616000,1087000,19529000,17,214,3687,18.965961,false
262,20592000,1485000,19107000,10,295,4509,13.866667,false
263,20611000,1365000,19246000,15,270,3687,15.099634,false
264,20609000,264000,20345000,14,50,1229,78.064394,false
265,20601000,880000,19721000,15,173,2458,23.410227,false
266,20616000,215000,20401000,15,40,1639,95.888372,false
267,20608000,1402000,19206000,17,277,3893,14.699001,false
268,20624000,173000,20451000,23,30,2662,119.213873,false
269,20608000,476000,20132000,16,92,2253,43.294118,false
270,20612000,401000,20211000,16,77,2048,51.401496,false
271,20625000,958000,19667000,18,188,5122,21.529228,false
272,20591000,1715000,18876000,10,341,5188,12.006414,false
273,20609000,789000,19820000,14,155,3491,26.120406,false
274,20604000,578000,20026000,13,113,1770,35.647059,false
275,20606000,578000,20028000,13,113,1845,35.650519,false
276,20621000,254000,20367000,14,48,1311,81.185039,false
277,20621000,1242000,19379000,17,245,3400,16.603060,false
278,20634000,167000,20467000,22,29,1229,123.556886,false
279,20607000,401000,20206000,16,77,2049,51.389027,false
280,20612000,521000,20091000,16,101,1841,39.562380,false
281,20623000,1463000,19160000,18,289,3264,14.096377,false
282,20599000,1696000,18903000,11,337,4695,12.145637,false
283,20612000,988000,19624000,13,195,3063,20.862348,false
284,20610000,808000,19802000,13,159,2655,25.507426,false
285,20611000,1561000,19050000,16,309,4736,13.203716,false
286,20616000,450000,20166000,15,87,1653,45.813333,false
287,20629000,1527000,19102000,17,302,3419,13.509496,false
288,20635000,748000,19887000,23,145,2656,27.586898,false
289,20608000,424000,20184000,14,82,2250,48.603774,false
290,20612000,446000,20166000,16,86,1636,46.215247,false
291,20616000,1027000,19589000,17,202,2824,20.074002,false
292,20592000,1265000,19327000,10,251,4124,16.278261,false
293,20611000,1450000,19161000,15,287,3681,14.214483,false
294,20609000,414000,20195000,14,80,2659,49.780193,false
295,20601000,985000,19616000,15,194,2761,20.914721,false
296,20616000,220000,20396000,15,41,1738,93.709091,false
297,20608000,1267000,19341000,17,250,5115,16.265193,false
298,20624000,173000,20451000,23,30,1227,119.213873,false
299,20608000,486000,20122000,16,94,1740,42.403292,false
